importId;code;parent_code;name;accountType.importId;isRegulatoryAccount;commonPosition;reconcileOk;compatibleAccounts;useForPartnerBalance;isTaxAuthorizedOnMoveLine;isTaxRequiredOnMoveLine;defaultTaxSet;vatSystemSelect;isRetrievedOnPaymentSession;serviceType.code;manageCutOffPeriod;hasAutomaticApplicationAccountingDate;analyticDistributionAuthorized;analyticDistributionRequiredOnInvoiceLines;analyticDistributionRequiredOnMoveLines;analyticDistributionTemplate.importId;statusSelect;
;A1665;6865000;686;Dotations aux provisions financières;AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1666;6866000;686;Dotations pour dépréciations des éléments financiers;AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1667;6870000;687;Dotations aux amortissements, aux dépréciations et aux provisions (à inscrire dans les charges excepteionnelles);AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1668;6871000;687;Dotations aux amortissements exceptionnels des immobilisations;AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1669;6872000;687;Dotations aux provisions réglementées (immobilisations);AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1670;6873000;687;Dotations aux provisions réglementées (stocks);AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1671;6874000;687;Dotations aux autres provisions réglementées;AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1672;6875000;687;Dotations aux provisions exceptionnelles;AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1673;6876000;687;Dotations pour dépréciations exceptionnelles;AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1674;6910000;691;Participation des salariés aux résultats;AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1675;6950000;695;Impôts sur le bénéfice;AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1676;6951000;695;Impôts dus en France;AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1677;6952000;695;Contribution additionnelle à l'impôt sur les bénéfices;AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1678;6954000;695;Impôts dus à l'étranger;AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1679;6960000;696;Suppléments d'impôts sur les sociétés liés aux distributions;AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1680;6980000;698;Intégration fiscale;AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1681;6981000;698;Intégration fiscale - Charges;AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1682;6989000;698;Intégration fiscale - Produits;AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1683;6990000;699;Produits - Report en arrière des déficits;AT013;;2;;;;;;;1;;;true;true;;;;;1
;A1685;7010000;701;Ventes de produits finis;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1702;7020000;702;Ventes de produits intermédiaires;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1721;7030000;703;Ventes de produits résiduels;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1728;7040000;704;Travaux;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1730;7050000;705;Etudes;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1731;7060000;706;Prestations de services;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1736;7061400;706;Ventes judiciaires - Actes, inventaires, prisées, ventes judiciaires;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1737;7061401;706;Ventes judiciaires - Honoraires acheteurs 5,5%;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1738;7061402;706;Ventes judiciaires - Honoraires acheteurs 10%;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1739;7061403;706;Ventes judiciaires - Honoraires acheteurs 20%;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1740;7061404;706;Ventes judiciares - Honoraires vendeurs 5,5%;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1741;7061405;706;Ventes judiciares - Honoraires vendeurs 10%;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1742;7061406;706;Ventes judiciares - Honoraires vendeurs 20%;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1743;7061407;706;Ventes judiciaires - Honoraires acheteurs Livraison CEE exo TVA;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1744;7061408;706;Ventes judiciaires - Honoraires acheteurs Export exo TVA;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1745;7061409;706;Ventes judiciaires - Honoraires acheteurs Franchise exo TVA;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1746;7061410;706;Ventes judiciaires - Honoraires vendeurs Livraison CEE exo TVA;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1747;7061411;706;Ventes judiciaires - Honoraires vendeurs Export exo TVA;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1748;7061500;706;Ventes judiciaires - Formalités;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1750;7062600;706;Ventes judiciaires - Honoraires d'inventaires, prisées et expertises;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1751;7068000;706;Autres produits HT;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1752;7070000;707;Ventes de marchandises;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1776;7080000;708;Produits des activités annexes;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1778;7081000;708;Produits des services exploités dans l'intérêt du personnel;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1779;7082000;708;Commissions et courtages;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1780;7082000;708;Locations diverses;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1781;7084000;708;Mise à disposition du personnel facturée;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1782;7085000;708;Ports et frais accessoires facturés;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1787;7086000;708;Bonis sur reprises d'emballages consignés;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1788;7088000;708;Débours récupérés;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1790;7090000;709;Rabais, remises et ristournes accordés;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1791;7091000;709;Rabais, remises et ristournes accordés sur ventes de produits finis;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1792;7092000;709;Rabais, remises et ristournes accordés sur ventes de produits intermédiaires;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1793;7094000;709;Débours payés irrécupérables;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1795;7095000;709;Rabais, remises et ristournes accordés sur études;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1797;7096000;709;Rabais, remises et ristournes accordés sur prestations de services;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1798;7097000;709;Rabais, remises et ristournes accordés sur ventes de marchandises;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1799;7098000;709;Rabais, remises et ristournes accordés sur produits des activités annexes;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1803;7100000;713;Production stockée;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1804;7130000;713;Variation des stocks des en-cours de production et de produits;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1805;7133000;713;Variation des en-cours de production et de biens;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1806;7134000;713;Variation des en-cours de production de services;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1807;7135000;713;Variation des stocks de produits;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1808;7210000;721;Immobilisations incorporelles;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1809;7220000;722;Immobilisations corporelles;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1810;7410000;741;Subventions d'exploitation;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1811;7420000;742;Subventions d'équilibre;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1812;7470000;747;Quote-part des subventions d'investissement virée au résultat de l'exercice;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1813;7510000;751;Redevances pour concessions, brevets, licences, marques, procédés, solutions informatiques, droits et valeurs similaires;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1814;7511000;751;Redevances pour concessions, brevets, licences, marques, procédés, solutions informatiques;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1815;7516000;751;Droits d'auteur et de reproduction;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1816;7518000;751;Autres droits et valeurs similaires;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1817;7520000;752;Revenus des immeubles non affectés aux activités professionnelles;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1818;7530000;753;Rémunérations de l'activité des administrateurs et des gérants;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1819;7540000;754;Ristournes perçues des coopératives provenant des excédents;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1820;7550000;755;Quotes-parts de résultat sur opérations faites en commun;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1821;7551000;755;Quote-part de perte transférée - comptabilité du gérant;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1822;7555000;755;Quote-part de bénéfice attribuée - comptabilité des associés non gérants;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1823;7560000;756;Gains de change sur créances et dettes commerciales;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1824;7570000;757;Produits des cessions d'immobilisations incorporelles et corporelles;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1825;7580000;758;Ecart de règlement - produits;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1827;7581000;758;Dédits et pénalités perçus sur achats et ventes;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1828;7582000;758;Libéralités reçues;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1829;7583000;758;Versements de la CVO;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1830;7583000;758;Rentrées sur créances amorties;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1831;7584000;758;Dégrèvement d'impôts autres qu'impôts sur les bénéfices;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1832;7585000;758;Bonis provenant de clauses d'indexation;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1833;7586000;758;Lots;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1834;7587000;758;Indemnités d'assurance;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1835;7588000;758;Opérations de constitution ou liquidation des fiducies;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1836;7610000;761;Produits de participations;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1837;7611000;761;Revenus des titres de participation;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1838;7612000;761;Produits de la fiducie, résultat de la période;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1839;7616000;761;Revenus sur autres formes de participation;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1840;7617000;761;Revenus des créances rattachées à des participations;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1841;7620000;76;Produits des autres immobilisations financières;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1842;7621000;762;Revenus des titres immobilisés;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1843;7626000;762;Revenus des prêts;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1844;7627000;762;Revenus des créances immobilisées;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1845;7630000;76;Revenus des autres créances;AT012;;1;;;;true;;|C20|;1;;;;;;;;;1
;A1846;7631000;763;Revenus des créances commerciales;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1847;7638000;763;Revenus des créances diverses;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1848;7640000;764;Revenus des valeurs mobilières de placement;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1849;7650000;765;Escomptes obtenus;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1850;7660000;765;Gains de change financiers;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1851;7670000;765;Produits sur cession d'élements financiers;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1852;7671000;767;Produits des cessions d'immobilisations financières;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1853;7672000;767;Produits nets sur cessions de titres immobilisés de l'activité de portefeuille;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1854;7673000;767;Produits nets sur cessions de valeurs mobilières de placement;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1855;7674000;767;Produits nets sur cessions de jetons;AT012;;1;;;;true;;|C20|;1;;;true;true;;;;;1
;A1856;7680000;768;Autres produits financiers;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1857;7683000;768;Bonis provenant du rachat par l'entreprise d'actions et d'obligations émises par elle-même;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1860;7720000;772;Produits exceptionnels (compte à la disposition des entités pour enregistrer en cours d'exercice les produits des exercices antérieurs). ;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1861;7750000;775;Produits cessions d'actif;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1862;7751000;775;Immobilisations incorporelles;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1863;7780000;778;Autres produits exceptionnels;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1864;7810000;781;Reprises sur amortissements, dépréciations et provisions (à inscrire dans les produits d'exploitation);AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1865;7811000;781;Reprises sur amortissements des immobilisations incorporelles et coporelles;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1866;7815000;781;Reprises sur provisions d'exploitation;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1867;7816000;781;Reprises sur dépréciations des immobilisations incoporelles et coporelles;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1868;7817000;781;Reprises sur dépréciations des actifs circulants;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1870;7860000;786;Reprises sur dépréciations et provisions (à inscrire dans les produits financiers);AT012;;2;;;;;;;1;;;;;;;;;1
;A1871;7865000;786;Reprises sur provisions financières;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1872;7866000;786;Reprises sur dépréciations des éléments financiers;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1873;7870000;787;Reprises sur dépréciations et provisions (à inscrire dans les produits exceptionnels);AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1874;7872000;787;Reprises sur provisions réglementées (immobilisations);AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1875;7873000;787;Reprises sur provisions réglementées (stocks);AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1876;7874000;787;Reprises sur autres provisions réglementées;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1877;7875000;787;Reprises sur provisions exceptionnelles;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1878;7876000;787;Reprises sur dépréciations exceptionnelles;AT012;;1;;;;;;;1;;;true;true;;;;;1
;A1881;8900000;890;Bilan d'ouverture;AT014;;0;;;;;;;;;;;;;;;;1
;A1882;8910000;891;Bilan de cloture;AT014;;0;;;;;;;;;;;;;;;;1
;A1883;CL1;CL1_5;Comptes de capitaux;AT001;true;0;;;;;;;;;;;;;;;;1
;A1884;CL1_5;0;Comptes de bilan;AT001;true;0;;;;;;;;;;;;;;;;1
;A1885;CL2;CL1_5;Comptes d'immobilisations;AT001;true;0;;;;;;;;;;;;;;;;1
;A1886;CL3;CL1_5;Comptes de stocks et d'en cours;AT001;true;0;;;;;;;;;;;;;;;;1
;A1887;CL4;CL1_5;Comptes de tiers;AT001;true;0;;;;;;;;;;;;;;;;1
;A1888;CL5;CL1_5;Comptes financiers;AT001;true;0;;;;;;;;;;;;;;;;1
;A1889;CL6;CL6_7;Comptes de charges;AT001;true;0;;;;;;;;;;;;;;;;1
;A1890;CL6_7;0;Comptes de gestion;AT001;true;0;;;;;;;;;;;;;;;;1
;A1891;CL7;CL6_7;Comptes de produits;AT001;true;0;;;;;;;;;;;;;;;;1
;A1892;CL8;CL6_7;Comptes spéciaux;AT001;true;0;;;;;;;;;;;;;;;;1
